,name,year_start,year_end,position,height,weight,height_in_meters
4118,Tom Van Arsdale,1966,1977,F,6-5,202.0,1.9558000000000002
4119,Butch Van Breda Kolff,1947,1950,G,6-3,185.0,1.9050000000000002
4120,Jan Van Breda Kolff,1975,1983,F,6-7,195.0,2.0066
4121,Nick Van Exel,1994,2006,G,6-1,170.0,1.8542000000000003
4122,Keith Van Horn,1998,2006,F,6-10,220.0,2.0828
4123,Norm Van Lier,1970,1979,G,6-1,173.0,1.8542000000000003
4124,Dennis Van Zant,1976,1976,F,6-9,210.0,2.0574000000000003
4125,Gene Vance,1948,1952,G,6-3,195.0,1.9050000000000002
4126,Logan Vander Velden,1996,1996,F,6-8,215.0,2.032
4127,Ernie Vandeweghe,1950,1956,F,6-3,195.0,1.9050000000000002
4128,Kiki Vandeweghe,1981,1993,F,6-8,220.0,2.032
4129,Nick Vanos,1986,1987,C,7-1,255.0,2.159
4130,David Vanterpool,2001,2001,G,6-5,200.0,1.9558000000000002
4131,Fred VanVleet,2017,2018,G,6-0,195.0,1.8288000000000002
4132,Ratko Varda,2002,2002,C,7-1,260.0,2.159
4133,Anderson Varejao,2005,2017,F,6-10,273.0,2.0828
4134,Jarvis Varnado,2013,2014,F,6-9,230.0,2.0574000000000003
4135,Greivis Vasquez,2011,2017,G,6-6,217.0,1.9812000000000003
4136,Chico Vaughn,1963,1970,G,6-2,190.0,1.8796000000000002
4137,David Vaughn,1975,1976,C,6-11,220.0,2.1082
4138,David Vaughn,1996,1999,F,6-9,240.0,2.0574000000000003
4139,Jacque Vaughn,1998,2009,G,6-1,190.0,1.8542000000000003
4140,Rashad Vaughn,2016,2018,G,6-6,202.0,1.9812000000000003
4141,Virgil Vaughn,1947,1947,F,6-4,205.0,1.9304000000000001
4142,Loy Vaught,1991,2001,F,6-9,230.0,2.0574000000000003
4143,Bob Verga,1968,1974,G,6-1,190.0,1.8542000000000003
4144,Pete Verhoeven,1982,1987,F,6-9,215.0,2.0574000000000003
4145,Jan Vesely,2012,2014,F,6-11,240.0,2.1082
4146,Gundars Vetra,1993,1993,F,6-6,195.0,1.9812000000000003
4147,Joao Vianna,1992,1992,F,6-9,215.0,2.0574000000000003
4148,Charlie Villanueva,2006,2016,F,6-11,232.0,2.1082
4149,Jay Vincent,1982,1990,F,6-7,220.0,2.0066
4150,Sam Vincent,1986,1992,G,6-2,185.0,1.8796000000000002
4151,Marcus Vinicius,2007,2008,F,6-8,225.0,2.032
4152,Fred Vinson,1995,2000,G,6-4,190.0,1.9304000000000001
4153,Claude Virden,1973,1973,F,6-6,195.0,1.9812000000000003
4154,Gary Voce,1990,1990,F,6-9,240.0,2.0574000000000003
4155,Floyd Volker,1950,1950,F,6-4,205.0,1.9304000000000001
4156,Alexander Volkov,1990,1992,C,6-10,218.0,2.0828
4157,Whitey Von Nieda,1950,1950,G,6-1,170.0,1.8542000000000003
4158,Noah Vonleh,2015,2018,F,6-10,240.0,2.0828
4159,Jake Voskuhl,2001,2009,C,6-11,245.0,2.1082
4160,Danny Vranes,1982,1988,F,6-7,210.0,2.0066
4161,Slavko Vranes,2004,2004,C,7-5,275.0,2.2606
4162,Stojko Vrankovic,1991,1999,C,7-2,260.0,2.1844
4163,Brett Vroman,1981,1981,C,7-0,220.0,2.1336
4164,Jackson Vroman,2005,2006,F,6-10,220.0,2.0828
4165,Nikola Vucevic,2012,2018,C,7-0,260.0,2.1336
4166,Sasha Vujacic,2005,2017,G,6-7,195.0,2.0066
4167,Dwyane Wade,2004,2018,G,6-4,220.0,1.9304000000000001
4168,Mark Wade,1988,1990,G,5-11,160.0,1.8034
4169,Von Wafer,2006,2012,G,6-5,210.0,1.9558000000000002
4170,Clint Wager,1950,1950,C,6-6,210.0,1.9812000000000003
4171,Dajuan Wagner,2003,2007,G,6-2,200.0,1.8796000000000002
4172,Danny Wagner,1950,1950,G,6-0,170.0,1.8288000000000002
4173,Milt Wagner,1988,1991,G,6-5,185.0,1.9558000000000002
4174,Phillip Wagner,1969,1969,G,6-2,190.0,1.8796000000000002
4175,Dion Waiters,2013,2018,G,6-4,225.0,1.9304000000000001
4176,Granville Waiters,1984,1988,C,6-11,225.0,2.1082
4177,Andre Wakefield,1979,1980,G,6-3,175.0,1.9050000000000002
4178,Neal Walk,1970,1977,C,6-10,220.0,2.0828
4179,Andy Walker,1977,1977,G,6-4,190.0,1.9304000000000001
4180,Antoine Walker,1997,2008,F,6-8,224.0,2.032
4181,Brady Walker,1949,1952,F,6-6,205.0,1.9812000000000003
4182,Chet Walker,1963,1975,F,6-6,212.0,1.9812000000000003
4183,Darrell Walker,1984,1993,G,6-4,180.0,1.9304000000000001
4184,Foots Walker,1975,1984,G,6-0,184.0,1.8288000000000002
4185,Henry Walker,2009,2015,F,6-6,220.0,1.9812000000000003
4186,Horace Walker,1962,1962,F,6-3,210.0,1.9050000000000002
4187,Jimmy Walker,1968,1976,G,6-3,195.0,1.9050000000000002
4188,Kemba Walker,2012,2018,G,6-1,172.0,1.8542000000000003
4189,Kenny Walker,1987,1995,F,6-8,210.0,2.032
4190,Phil Walker,1978,1978,G,6-3,180.0,1.9050000000000002
4191,Samaki Walker,1997,2006,F,6-9,240.0,2.0574000000000003
4192,Wally Walker,1977,1984,F,6-7,190.0,2.0066
4193,John Wall,2011,2018,G,6-4,195.0,1.9304000000000001
4194,Ben Wallace,1997,2012,F,6-9,240.0,2.0574000000000003
4195,Gerald Wallace,2002,2015,F,6-7,215.0,2.0066
4196,John Wallace,1997,2004,F,6-8,225.0,2.032
4197,Rasheed Wallace,1996,2013,F,6-10,225.0,2.0828
4198,Red Wallace,1947,1947,G,6-1,185.0,1.8542000000000003
4199,Dwight Waller,1969,1972,F,6-6,220.0,1.9812000000000003
4200,Jamie Waller,1988,1988,G,6-4,215.0,1.9304000000000001
4201,Taurean Waller-Prince,2017,2018,F,6-8,220.0,2.032
4202,Jim Walsh,1958,1958,F,6-4,195.0,1.9304000000000001
4203,Matt Walsh,2006,2006,G,6-6,205.0,1.9812000000000003
4204,Rex Walters,1994,2000,G,6-4,190.0,1.9304000000000001
4205,Paul Walther,1950,1955,G,6-2,160.0,1.8796000000000002
4206,Isaac Walthour,1954,1954,G,5-11,163.0,1.8034
4207,Bill Walton,1975,1987,C,6-11,210.0,2.1082
4208,Derrick Walton,2018,2018,G,6-1,189.0,1.8542000000000003
4209,Lloyd Walton,1977,1981,G,6-0,160.0,1.8288000000000002
4210,Luke Walton,2004,2013,F,6-8,235.0,2.032
4211,Bobby Wanzer,1949,1957,G,6-0,170.0,1.8288000000000002
4212,Perry Warbington,1975,1975,G,6-2,165.0,1.8796000000000002
4213,Charlie Ward,1995,2005,G,6-2,190.0,1.8796000000000002
4214,Gerry Ward,1964,1967,G,6-4,195.0,1.9304000000000001
4215,Henry Ward,1976,1977,G,6-4,195.0,1.9304000000000001
4216,Casper Ware,2014,2014,G,5-10,175.0,1.778
4217,Jim Ware,1967,1969,F,6-7,210.0,2.0066
4218,Ben Warley,1963,1970,F,6-5,200.0,1.9558000000000002
4219,Bob Warlick,1966,1970,G,6-5,200.0,1.9558000000000002
4220,Cornell Warner,1971,1977,F,6-9,220.0,2.0574000000000003
4221,Bob Warren,1969,1976,G,6-5,190.0,1.9558000000000002
4222,John Warren,1970,1974,G,6-3,180.0,1.9050000000000002
4223,T.J. Warren,2015,2018,F,6-8,230.0,2.032
4224,Willie Warren,2011,2011,G,6-4,203.0,1.9304000000000001
4225,Bryan Warrick,1983,1986,G,6-5,195.0,1.9558000000000002
4226,Hakim Warrick,2006,2013,F,6-9,219.0,2.0574000000000003
4227,Chris Washburn,1987,1988,C,6-11,225.0,2.1082
4228,Bobby Washington,1970,1972,G,5-11,175.0,1.8034
4229,Darius Washington,2008,2008,G,6-2,195.0,1.8796000000000002
4230,Donald Washington,1975,1976,F,6-8,210.0,2.032
4231,Duane Washington,1988,1993,G,6-4,195.0,1.9304000000000001
4232,Eric Washington,1998,1999,G,6-4,190.0,1.9304000000000001
4233,Jim Washington,1966,1976,F,6-6,210.0,1.9812000000000003
4234,Kermit Washington,1974,1988,F,6-8,230.0,2.032
4235,Pearl Washington,1987,1989,G,6-2,190.0,1.8796000000000002
4236,Richard Washington,1977,1982,F,6-11,220.0,2.1082
4237,Stan Washington,1975,1975,G,6-4,190.0,1.9304000000000001
4238,Trooper Washington,1968,1973,F,6-7,215.0,2.0066
4239,Wilson Washington,1978,1979,F,6-9,227.0,2.0574000000000003
4240,Darryl Watkins,2008,2012,C,6-11,258.0,2.1082
4241,Bobby Watson,1955,1955,G,6-0,160.0,1.8288000000000002
4242,C.J. Watson,2008,2017,G,6-2,175.0,1.8796000000000002
4243,Earl Watson,2002,2014,G,6-1,195.0,1.8542000000000003
4244,Jamie Watson,1995,1999,F,6-7,190.0,2.0066
4245,Ron Watts,1966,1967,F,6-6,210.0,1.9812000000000003
4246,Samuel Watts,1971,1971,G,6-3,185.0,1.9050000000000002
4247,Slick Watts,1974,1979,G,6-1,175.0,1.8542000000000003
4248,Maalik Wayns,2013,2014,G,6-2,200.0,1.8796000000000002
4249,David Wear,2015,2015,F,6-10,230.0,2.0828
4250,Travis Wear,2015,2015,F,6-10,230.0,2.0828
4251,Clarence Weatherspoon,1993,2005,F,6-6,240.0,1.9812000000000003
4252,Nick Weatherspoon,1974,1980,F,6-7,195.0,2.0066
4253,Kyle Weaver,2009,2011,G,6-6,201.0,1.9812000000000003
4254,Jeff Webb,1971,1972,G,6-4,170.0,1.9304000000000001
4255,Marcus Webb,1993,1993,F,6-9,255.0,2.0574000000000003
4256,Spud Webb,1986,1998,G,5-6,133.0,1.6764000000000001
4257,Chris Webber,1994,2008,F,6-9,245.0,2.0574000000000003
4258,Briante Weber,2016,2018,G,6-2,165.0,1.8796000000000002
4259,Jake Weber,1947,1947,C,6-6,225.0,1.9812000000000003
4260,Elnardo Webster,1972,1972,F,6-5,190.0,1.9558000000000002
4261,Jeff Webster,1996,1996,F,6-8,232.0,2.032
4262,Martell Webster,2006,2015,G,6-7,230.0,2.0066
4263,Marvin Webster,1976,1987,C,7-1,225.0,2.159
4264,Scott Wedman,1975,1987,F,6-7,215.0,2.0066
4265,Sonny Weems,2009,2016,G,6-6,205.0,1.9812000000000003
4266,Dick Wehr,1949,1949,F,6-4,180.0,1.9304000000000001
4267,Brant Weidner,1984,1984,F,6-9,230.0,2.0574000000000003
4268,Bob Weiss,1966,1977,G,6-2,180.0,1.8796000000000002
4269,Rick Weitzman,1968,1968,G,6-2,175.0,1.8796000000000002
4270,Bonzi Wells,1999,2008,G,6-5,210.0,1.9558000000000002
4271,Bubba Wells,1998,1998,F,6-5,230.0,1.9558000000000002
4272,Owen Wells,1975,1975,F,6-7,200.0,2.0066
4273,Ralph Wells,1963,1963,G,6-1,180.0,1.8542000000000003
4274,Chris Welp,1988,1990,C,7-0,245.0,2.1336
4275,Jiri Welsch,2003,2006,G,6-7,208.0,2.0066
4276,Bill Wennington,1986,2000,C,7-0,245.0,2.1336
4277,Matt Wenstrom,1994,1994,C,7-1,250.0,2.159
4278,Robert Werdann,1993,1997,C,6-11,250.0,2.1082
4280,David Wesley,1994,2007,G,6-0,190.0,1.8288000000000002
4281,Walt Wesley,1967,1976,C,6-11,220.0,2.1082
4282,David West,2004,2018,F,6-9,250.0,2.0574000000000003
4283,Delonte West,2005,2012,G,6-4,180.0,1.9304000000000001
4284,Doug West,1990,2001,G,6-6,200.0,1.9812000000000003
4285,Jerry West,1961,1974,G,6-2,175.0,1.8796000000000002
4286,Mario West,2008,2011,G,6-5,210.0,1.9558000000000002
4287,Mark West,1984,2000,C,6-10,230.0,2.0828
4288,Roland West,1968,1968,G,6-4,178.0,1.9304000000000001
4289,Dexter Westbrook,1968,1968,F,6-8,190.0,2.032
4290,Russell Westbrook,2009,2018,G,6-3,200.0,1.9050000000000002
4291,Paul Westphal,1973,1984,G,6-4,195.0,1.9304000000000001
4292,John Wetzel,1968,1976,G,6-5,190.0,1.9558000000000002
4293,Robert Whaley,2006,2006,C,6-10,260.0,2.0828
4294,Ennis Whatley,1984,1997,G,6-3,177.0,1.9050000000000002
4295,DeJuan Wheat,1998,1999,G,6-0,165.0,1.8288000000000002
4296,Clinton Wheeler,1988,1989,G,6-1,185.0,1.8542000000000003
4297,Tyson Wheeler,1999,1999,G,5-10,165.0,1.778
4298,Skippy Whitaker,1955,1955,G,6-1,180.0,1.8542000000000003
4299,D.J. White,2009,2014,F,6-9,251.0,2.0574000000000003
4300,Derrick White,2018,2018,G,6-5,190.0,1.9558000000000002
4301,Eric White,1988,1989,F,6-8,200.0,2.032
4302,Herb White,1971,1971,G,6-2,195.0,1.8796000000000002
4303,Hubie White,1963,1971,G,6-4,205.0,1.9304000000000001
4304,Jahidi White,1999,2005,F,6-9,290.0,2.0574000000000003
4305,James White,2007,2013,G,6-7,200.0,2.0066
4306,Jo Jo White,1970,1981,G,6-3,190.0,1.9050000000000002
4307,Okaro White,2017,2018,F,6-8,204.0,2.032
4308,Randy White,1990,1994,F,6-8,240.0,2.032
4309,Rodney White,2002,2005,F,6-9,238.0,2.0574000000000003
4310,Rory White,1983,1987,F,6-8,210.0,2.032
4311,Royce White,2014,2014,F,6-8,270.0,2.032
4312,Rudy White,1976,1981,G,6-2,195.0,1.8796000000000002
4313,Tony White,1988,1988,G,6-2,170.0,1.8796000000000002
4314,Willie White,1985,1986,G,6-3,195.0,1.9050000000000002
4315,Isaiah Whitehead,2017,2018,G,6-4,213.0,1.9304000000000001
4316,Jerome Whitehead,1979,1989,C,6-10,220.0,2.0828
4317,Donald Whiteside,1997,1998,G,5-10,160.0,1.778
4318,Hassan Whiteside,2011,2018,C,7-0,265.0,2.1336
4319,Dwayne Whitfield,1996,1996,F,6-9,240.0,2.0574000000000003
4320,Chris Whitney,1994,2004,G,6-0,168.0,1.8288000000000002
4321,Hank Whitney,1968,1970,F,6-7,230.0,2.0066
4322,Hawkeye Whitney,1981,1982,G,6-5,235.0,1.9558000000000002
4323,Shayne Whittington,2015,2016,F,6-11,250.0,2.1082
4324,Sidney Wicks,1972,1981,F,6-8,225.0,2.032
4325,Ron Widby,1968,1968,F,6-4,210.0,1.9304000000000001
4326,Murray Wier,1950,1950,G,5-9,155.0,1.7526
4327,Bob Wiesenhahn,1962,1962,F,6-4,215.0,1.9304000000000001
4328,Andrew Wiggins,2015,2018,F,6-8,199.0,2.032
4329,Mitchell Wiggins,1984,1992,G,6-4,185.0,1.9304000000000001
4330,Ken Wilburn,1968,1969,F,6-6,195.0,1.9812000000000003
4331,C.J. Wilcox,2015,2017,G,6-5,195.0,1.9558000000000002
4332,Chris Wilcox,2003,2013,F,6-10,221.0,2.0828
4333,D.C. Wilcutt,1949,1950,G,6-2,165.0,1.8796000000000002
4334,Gene Wiley,1963,1968,C,6-10,210.0,2.0828
4335,Jacob Wiley,2018,2018,F,6-7,215.0,2.0066
4336,Michael Wiley,1981,1982,F,6-9,200.0,2.0574000000000003
4337,Morlon Wiley,1989,1995,G,6-4,185.0,1.9304000000000001
4338,Win Wilfong,1958,1961,G,6-2,185.0,1.8796000000000002
4339,Lenny Wilkens,1961,1975,G,6-1,180.0,1.8542000000000003
4340,Bob Wilkerson,1977,1983,G,6-6,195.0,1.9812000000000003
4341,Jamaal Wilkes,1975,1986,F,6-6,190.0,1.9812000000000003
4342,James Wilkes,1981,1983,F,6-7,195.0,2.0066
4343,Damien Wilkins,2005,2018,F,6-6,225.0,1.9812000000000003
4344,Dominique Wilkins,1983,1999,F,6-7,200.0,2.0066
4345,Eddie Lee Wilkins,1985,1993,F,6-10,220.0,2.0828
4346,Gerald Wilkins,1986,1999,G,6-6,185.0,1.9812000000000003
4347,Jeff Wilkins,1981,1986,C,6-11,230.0,2.1082
4348,Dale Wilkinson,1985,1985,F,6-10,220.0,2.0828
4349,Mike Wilks,2003,2010,G,5-10,185.0,1.778
4350,Aaron Williams,1994,2008,F,6-9,220.0,2.0574000000000003
4351,Al Williams,1971,1971,F,6-6,200.0,1.9812000000000003
4352,Alan Williams,2016,2017,F,6-8,260.0,2.032
4353,Alvin Williams,1998,2007,G,6-5,185.0,1.9558000000000002
4354,Art Williams,1968,1975,G,6-1,180.0,1.8542000000000003
4355,Bernie Williams,1970,1974,G,6-3,175.0,1.9050000000000002
4356,Bob Williams,1956,1957,F,6-6,230.0,1.9812000000000003
4357,Brandon Williams,1998,2003,G,6-6,215.0,1.9812000000000003
4358,Buck Williams,1982,1998,F,6-8,215.0,2.032
4359,C.J. Williams,2018,2018,G,6-5,225.0,1.9558000000000002
4360,Charles Williams,1968,1973,G,6-0,165.0,1.8288000000000002
4361,Chuck Williams,1971,1978,G,6-2,175.0,1.8796000000000002
4362,Chuckie Williams,1977,1977,G,6-3,180.0,1.9050000000000002
4363,Cliff Williams,1969,1969,G,6-3,180.0,1.9050000000000002
4364,Corey Williams,1993,1994,G,6-2,190.0,1.8796000000000002
4365,Deron Williams,2006,2017,G,6-3,200.0,1.9050000000000002
4366,Derrick Williams,2012,2017,F,6-8,240.0,2.032
4367,Duck Williams,1980,1980,G,6-2,180.0,1.8796000000000002
4368,Earl Williams,1975,1979,C,6-7,230.0,2.0066
4369,Elliot Williams,2012,2016,G,6-5,190.0,1.9558000000000002
4370,Eric Williams,1996,2007,F,6-8,220.0,2.032
4371,Fly Williams,1975,1975,G,6-5,200.0,1.9558000000000002
4372,Frank Williams,2003,2005,G,6-3,212.0,1.9050000000000002
4373,Freeman Williams,1979,1986,G,6-4,190.0,1.9304000000000001
4374,Gene Williams,1970,1970,F,6-7,235.0,2.0066
4375,Gus Williams,1976,1987,G,6-2,175.0,1.8796000000000002
4376,Guy Williams,1985,1986,F,6-9,200.0,2.0574000000000003
4377,Hank Williams,1975,1975,F,6-5,210.0,1.9558000000000002
4378,Herb Williams,1982,1999,C,6-10,242.0,2.0828
4379,Hot Rod Williams,1987,1999,F,6-11,215.0,2.1082
4380,Jason Williams,1999,2011,G,6-1,190.0,1.8542000000000003
4381,Jawad Williams,2009,2011,F,6-9,218.0,2.0574000000000003
4382,Jay Williams,2003,2003,G,6-2,195.0,1.8796000000000002
4383,Jayson Williams,1991,1999,F,6-9,240.0,2.0574000000000003
4384,Jerome Williams,1997,2005,F,6-9,206.0,2.0574000000000003
4385,John Williams,1987,1995,F,6-8,235.0,2.032
4386,Jordan Williams,2012,2012,F,6-10,260.0,2.0828
4387,Justin Williams,2007,2008,F,6-10,225.0,2.0828
4388,Kenny Williams,1991,1994,F,6-9,205.0,2.0574000000000003
4389,Kevin Williams,1984,1989,G,6-2,175.0,1.8796000000000002
4390,Lorenzo Williams,1993,2000,F,6-9,200.0,2.0574000000000003
4391,Lou Williams,2006,2018,G,6-1,175.0,1.8542000000000003
4392,Marcus Williams,2007,2010,G,6-3,205.0,1.9050000000000002
4393,Marcus Williams,2008,2009,F,6-7,205.0,2.0066
4394,Marvin Williams,2006,2018,F,6-9,237.0,2.0574000000000003
4395,Matt Williams,2018,2018,G,6-5,210.0,1.9558000000000002
4396,Micheal Williams,1989,1999,G,6-2,175.0,1.8796000000000002
4397,Mike Williams,1990,1990,F,6-8,255.0,2.032
4398,Milt Williams,1971,1975,G,6-2,182.0,1.8796000000000002
4399,Mo Williams,2004,2016,G,6-1,198.0,1.8542000000000003
4400,Monty Williams,1995,2003,F,6-8,225.0,2.032
4401,Nate Williams,1972,1979,F,6-5,215.0,1.9558000000000002
4402,Pete Williams,1986,1987,F,6-7,190.0,2.0066
4403,Ray Williams,1978,1987,G,6-3,188.0,1.9050000000000002
4404,Reggie Williams,1988,1997,F,6-7,190.0,2.0066
4405,Reggie Williams,2010,2017,F,6-6,205.0,1.9812000000000003
4406,Rickey Williams,1983,1983,G,6-1,175.0,1.8542000000000003
4407,Rob Williams,1983,1984,G,6-2,175.0,1.8796000000000002
4408,Ron Williams,1969,1976,G,6-3,188.0,1.9050000000000002
4409,Sam Williams,1969,1970,G,6-3,180.0,1.9050000000000002
4410,Sam Williams,1982,1985,F,6-8,210.0,2.032
4411,Scott Williams,1991,2005,F,6-10,230.0,2.0828
4412,Sean Williams,2008,2012,C,6-10,235.0,2.0828
4413,Shammond Williams,1999,2007,G,6-1,201.0,1.8542000000000003
4414,Shawne Williams,2007,2015,F,6-9,225.0,2.0574000000000003
4415,Shelden Williams,2007,2012,F,6-9,250.0,2.0574000000000003
4416,Sly Williams,1980,1986,F,6-7,210.0,2.0066
4417,Terrence Williams,2010,2013,F,6-6,220.0,1.9812000000000003
4418,Travis Williams,1998,1999,F,6-6,215.0,1.9812000000000003
4419,Troy Williams,2017,2018,F,6-7,218.0,2.0066
4420,Walt Williams,1993,2003,F,6-8,219.0,2.032
4421,Ward Williams,1949,1949,F,6-4,195.0,1.9304000000000001
4422,Willie Williams,1971,1971,F,6-7,200.0,2.0066
4423,Corliss Williamson,1996,2007,F,6-7,245.0,2.0066
4424,John Williamson,1974,1981,G,6-2,185.0,1.8796000000000002
4425,Vann Williford,1971,1971,F,6-6,195.0,1.9812000000000003
4426,Kevin Willis,1985,2007,F,7-0,220.0,2.1336
4427,Bill Willoughby,1976,1984,F,6-8,205.0,2.032
4428,Dedric Willoughby,2000,2000,G,6-3,180.0,1.9050000000000002
4429,Bob Wilson,1952,1952,G,6-4,185.0,1.9304000000000001
4430,Bobby Wilson,1968,1968,F,6-8,215.0,2.032
4431,Bobby Wilson,1975,1978,G,6-3,175.0,1.9050000000000002
4432,Bubba Wilson,1980,1980,G,6-3,175.0,1.9050000000000002
4433,D.J. Wilson,2018,2018,F,6-10,234.0,2.0828
4434,George Wilson,1965,1971,C,6-8,225.0,2.032
4435,Isaiah Wilson,1972,1973,G,6-2,175.0,1.8796000000000002
4436,Jamil Wilson,2018,2018,F,6-7,230.0,2.0066
4437,Jasper Wilson,1969,1970,F,6-6,200.0,1.9812000000000003
4438,Jim Wilson,1971,1971,G,5-10,175.0,1.778
4439,Michael Wilson,1984,1987,G,6-4,175.0,1.9304000000000001
4440,Nikita Wilson,1988,1988,F,6-8,200.0,2.032
4441,Othell Wilson,1985,1987,G,6-0,190.0,1.8288000000000002
4442,Rick Wilson,1979,1980,G,6-5,200.0,1.9558000000000002
4443,Ricky Wilson,1988,1988,G,6-3,195.0,1.9050000000000002
4444,Stephen Wilson,1971,1972,G,6-5,185.0,1.9558000000000002
4445,Trevor Wilson,1991,1996,F,6-7,210.0,2.0066
4446,Kyle Wiltjer,2017,2017,F,6-10,240.0,2.0828
4447,Kennard Winchester,1991,1993,G,6-5,210.0,1.9558000000000002
4448,Tony Windis,1960,1960,G,6-1,160.0,1.8542000000000003
4449,John Windsor,1964,1964,F,6-8,215.0,2.032
4450,Lee Winfield,1970,1976,G,6-2,174.0,1.8796000000000002
4451,David Wingate,1987,2001,G,6-5,185.0,1.9558000000000002
4452,Dontonio Wingfield,1995,1998,F,6-8,256.0,2.032
4453,Harthorne Wingo,1973,1976,F,6-6,210.0,1.9812000000000003
4454,Marv Winkler,1971,1972,G,6-1,164.0,1.8542000000000003
4455,Justise Winslow,2016,2018,F,6-7,225.0,2.0066
4456,Rickie Winslow,1988,1988,F,6-8,225.0,2.032
4457,Trevor Winter,1999,1999,C,7-0,275.0,2.1336
4458,Brian Winters,1975,1983,G,6-4,185.0,1.9304000000000001
4459,Voise Winters,1986,1986,F,6-8,200.0,2.032
4460,Skip Wise,1976,1976,G,6-2,170.0,1.8796000000000002
4461,Willie Wise,1970,1978,F,6-5,210.0,1.9558000000000002
4462,Jeff Withey,2014,2018,C,7-0,231.0,2.1336
4463,Luke Witte,1974,1976,C,7-0,235.0,2.1336
4464,Greg Wittman,1970,1971,F,6-8,210.0,2.032
4465,Randy Wittman,1984,1992,G,6-6,210.0,1.9812000000000003
4466,Garry Witts,1982,1982,G,6-7,190.0,2.0066
4467,Dave Wohl,1972,1978,G,6-2,185.0,1.8796000000000002
4468,Joe Wolf,1988,1999,F,6-11,230.0,2.1082
4469,Ruben Wolkowyski,2001,2003,F,6-10,270.0,2.0828
4470,Nate Wolters,2014,2018,G,6-4,190.0,1.9304000000000001
4471,Al Wood,1982,1987,G,6-6,193.0,1.9812000000000003
4473,Christian Wood,2016,2017,F,6-11,220.0,2.1082
4474,David Wood,1989,1997,F,6-9,227.0,2.0574000000000003
4475,Howard Wood,1982,1982,F,6-7,235.0,2.0066
4476,Leon Wood,1985,1991,G,6-3,185.0,1.9050000000000002
4477,Loren Woods,2002,2008,F,7-1,245.0,2.159
4478,Qyntel Woods,2003,2006,F,6-8,221.0,2.032
4479,Randy Woods,1993,1996,G,5-10,185.0,1.778
4480,Tommy Woods,1968,1968,F,6-7,210.0,2.0066
4481,Mike Woodson,1981,1991,G,6-5,195.0,1.9558000000000002
4482,Bob Woollard,1970,1970,C,6-10,225.0,2.0828
4483,Orlando Woolridge,1982,1994,F,6-9,215.0,2.0574000000000003
4484,Haywoode Workman,1990,2000,G,6-2,180.0,1.8796000000000002
4485,Mark Workman,1953,1954,F,6-9,215.0,2.0574000000000003
4486,Tom Workman,1968,1971,F,6-7,218.0,2.0066
4487,Metta World Peace,2000,2017,F,6-6,260.0,1.9812000000000003
4488,Willie Worsley,1969,1969,G,5-9,175.0,1.7526
4489,Sam Worthen,1981,1982,G,6-5,195.0,1.9558000000000002
4490,James Worthy,1983,1994,F,6-9,225.0,2.0574000000000003
4491,Antoine Wright,2006,2011,G,6-7,210.0,2.0066
4492,Bracey Wright,2006,2007,G,6-3,210.0,1.9050000000000002
4493,Brad Wright,1987,1988,F,6-11,225.0,2.1082
4494,Brandan Wright,2008,2018,F,6-10,210.0,2.0828
4495,Chris Wright,2012,2014,F,6-8,226.0,2.032
4496,Chris Wright,2013,2013,G,6-1,210.0,1.8542000000000003
4497,Delon Wright,2016,2018,G,6-5,183.0,1.9558000000000002
4498,Dorell Wright,2005,2015,F,6-9,205.0,2.0574000000000003
4499,Howard Wright,1991,1993,F,6-8,220.0,2.032
4500,Howie Wright,1971,1972,G,6-3,185.0,1.9050000000000002
4501,Joby Wright,1973,1976,F,6-8,220.0,2.032
4502,Julian Wright,2008,2011,F,6-8,225.0,2.032
4503,Larry Wright,1977,1982,G,6-1,160.0,1.8542000000000003
4504,Leroy Wright,1968,1969,F,6-9,215.0,2.0574000000000003
4505,Lonnie Wright,1968,1972,G,6-2,205.0,1.8796000000000002
4506,Lorenzen Wright,1997,2009,F,6-11,225.0,2.1082
4507,Luther Wright,1994,1994,C,7-2,270.0,2.1844
4508,Sharone Wright,1995,1998,F,6-11,260.0,2.1082
4509,Tony Wroten,2013,2016,G,6-6,205.0,1.9812000000000003
4510,Dennis Wuycik,1973,1975,F,6-6,215.0,1.9812000000000003
4511,A.J. Wynder,1991,1991,G,6-2,180.0,1.8796000000000002
4512,Guerschon Yabusele,2018,2018,F,6-7,260.0,2.0066
4513,Vincent Yarbrough,2003,2003,G,6-7,210.0,2.0066
4514,George Yardley,1954,1960,F,6-5,190.0,1.9558000000000002
4515,Barry Yates,1972,1972,F,6-7,215.0,2.0066
4516,Wayne Yates,1962,1962,C,6-8,235.0,2.032
4517,Charlie Yelverton,1972,1972,G,6-2,190.0,1.8796000000000002
4518,Rich Yonakor,1982,1982,F,6-9,220.0,2.0574000000000003
4519,Danny Young,1985,1995,G,6-3,175.0,1.9050000000000002
4520,James Young,2015,2017,G,6-6,215.0,1.9812000000000003
4521,Joe Young,2016,2018,G,6-2,180.0,1.8796000000000002
